sample_accession,run_accession,library_layout,organism,Platform,UMI,study_accession,Tissue,Covariate,Age,integration_group,TissueNote,Source,bam10x,Comment,biosample,Donor,Organ,sex,Batch,biosample_title,retina_region,strain,batch
#SRS5052906,SRR9631941,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190982,NA,Eye,NA,NA,Macular_R41_C54,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052905,SRR9631940,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190983,NA,Eye,NA,NA,Macular_R41_C4,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052903,SRR9631939,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191017,NA,Eye,NA,NA,Macular_R41_C49,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052904,SRR9631938,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191018,NA,Eye,NA,NA,Macular_R41_C48,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052902,SRR9631233,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189954,NA,Eye,NA,NA,Macular_R17_C55,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052900,SRR9631232,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189955,NA,Eye,NA,NA,Macular_R17_C52,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052901,SRR9631231,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189956,NA,Eye,NA,NA,Macular_R17_C51,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052899,SRR9631230,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189957,NA,Eye,NA,NA,Macular_R17_C49,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052898,SRR9631229,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189958,NA,Eye,NA,NA,Macular_R17_C47,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052897,SRR9631228,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189959,NA,Eye,NA,NA,Macular_R17_C46,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052896,SRR9631147,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189960,NA,Eye,NA,NA,Macular_R17_C43,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052895,SRR9631146,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12189961,NA,Eye,NA,NA,Macular_R17_C38,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5052893,SRR9630257,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189697,NA,Eye,NA,NA,Periph_Nuc_R45_C69,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052894,SRR9630256,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189698,NA,Eye,NA,NA,Periph_Nuc_R45_C68,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052892,SRR9630255,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189699,NA,Eye,NA,NA,Periph_Nuc_R45_C66,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052891,SRR9630254,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189700,NA,Eye,NA,NA,Periph_Nuc_R45_C46,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052890,SRR9630253,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189701,NA,Eye,NA,NA,Periph_Nuc_R45_C44,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052889,SRR9630252,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189702,NA,Eye,NA,NA,Periph_Nuc_R45_C39,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052888,SRR9630251,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189703,NA,Eye,NA,NA,Periph_Nuc_R45_C36,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052887,SRR9630250,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189767,NA,Eye,NA,NA,Periph_Nuc_R45_C20,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5052885,SRR9629497,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189345,NA,Eye,NA,NA,Macu_Nuc_R42_C1,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052886,SRR9629496,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189346,NA,Eye,NA,NA,Macu_Nuc_R42_C10,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052884,SRR9629495,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189340,NA,Eye,NA,NA,Macu_Nuc_R41_C6,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052883,SRR9629494,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189343,NA,Eye,NA,NA,Macu_Nuc_R41_C59,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052882,SRR9629493,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189344,NA,Eye,NA,NA,Macu_Nuc_R41_C58,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052881,SRR9629492,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189347,NA,Eye,NA,NA,Macu_Nuc_R41_C53,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052880,SRR9629491,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189348,NA,Eye,NA,NA,Macu_Nuc_R41_C48,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052879,SRR9629490,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189349,NA,Eye,NA,NA,Macu_Nuc_R41_C35,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052878,SRR9628753,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188854,NA,Eye,NA,NA,Mac1cell_R54_C41,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052877,SRR9628752,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188849,NA,Eye,NA,NA,Mac1cell_R54_C39,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052876,SRR9628751,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188850,NA,Eye,NA,NA,Mac1cell_R54_C32,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052875,SRR9628750,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188855,NA,Eye,NA,NA,Mac1cell_R54_C16,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052874,SRR9628749,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188856,NA,Eye,NA,NA,Mac1cell_R53_C9,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052873,SRR9628748,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188858,NA,Eye,NA,NA,Mac1cell_R53_C8,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052872,SRR9628667,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188746,NA,Eye,NA,NA,Mac1cell_R53_C67,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052871,SRR9628666,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188747,NA,Eye,NA,NA,Mac1cell_R53_C64,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052870,SRR9633704,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187804,NA,Eye,NA,NA,Mac1cell_R14_C18,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052869,SRR9633703,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187805,NA,Eye,NA,NA,Mac1cell_R14_C0,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052868,SRR9633702,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187806,NA,Eye,NA,NA,Mac1cell_R13_C8,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052867,SRR9633701,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187807,NA,Eye,NA,NA,Mac1cell_R13_C71,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052866,SRR9633700,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187808,NA,Eye,NA,NA,Mac1cell_R13_C68,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052865,SRR9633699,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187809,NA,Eye,NA,NA,Mac1cell_R13_C67,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052864,SRR9633698,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187810,NA,Eye,NA,NA,Mac1cell_R13_C5,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052863,SRR9633697,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187811,NA,Eye,NA,NA,Mac1cell_R13_C55,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052862,SRR9627873,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188252,NA,Eye,NA,NA,Mac1cell_R32_C68,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052861,SRR9627872,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188253,NA,Eye,NA,NA,Mac1cell_R32_C62,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052860,SRR9627871,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188254,NA,Eye,NA,NA,Mac1cell_R32_C59,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052859,SRR9627870,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188256,NA,Eye,NA,NA,Mac1cell_R32_C55,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052858,SRR9627869,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188257,NA,Eye,NA,NA,Mac1cell_R32_C53,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052857,SRR9627868,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188258,NA,Eye,NA,NA,Mac1cell_R32_C50,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052856,SRR9627867,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188259,NA,Eye,NA,NA,Mac1cell_R32_C49,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052855,SRR9627866,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188261,NA,Eye,NA,NA,Mac1cell_R32_C45,NA,NA,SRP212788_SCRBSeq_P1
#SRS5052854,SRR9633178,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201190,NA,Eye,NA,NA,Per_R59_C43,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052852,SRR9633177,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201191,NA,Eye,NA,NA,Per_R59_C40,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052853,SRR9633176,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201193,NA,Eye,NA,NA,Per_R59_C37,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052851,SRR9633175,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201192,NA,Eye,NA,NA,Per_R59_C36,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052850,SRR9633174,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201194,NA,Eye,NA,NA,Per_R59_C22,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052849,SRR9633173,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201195,NA,Eye,NA,NA,Per_R59_C21,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052848,SRR9633172,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201196,NA,Eye,NA,NA,Per_R59_C19,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052846,SRR9633171,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201197,NA,Eye,NA,NA,Per_R59_C17,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052847,SRR9632169,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201619,NA,Eye,NA,NA,Per_R14_C60,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052845,SRR9632168,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201620,NA,Eye,NA,NA,Per_R14_C47,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052844,SRR9632167,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201621,NA,Eye,NA,NA,Per_R14_C42,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052843,SRR9632166,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201622,NA,Eye,NA,NA,Per_R14_C41,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052842,SRR9632165,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201623,NA,Eye,NA,NA,Per_R14_C40,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052841,SRR9632164,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201624,NA,Eye,NA,NA,Per_R14_C39,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052840,SRR9632163,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201625,NA,Eye,NA,NA,Per_R14_C36,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052839,SRR9632162,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201626,NA,Eye,NA,NA,Per_R14_C23,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052838,SRR9631329,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200380,NA,Eye,NA,NA,sample_R7_C3,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052837,SRR9631328,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200381,NA,Eye,NA,NA,sample_R7_C35,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052836,SRR9631327,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200382,NA,Eye,NA,NA,sample_R7_C33,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052835,SRR9631326,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200383,NA,Eye,NA,NA,sample_R7_C31,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052834,SRR9631325,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200384,NA,Eye,NA,NA,sample_R7_C30,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052833,SRR9631324,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200385,NA,Eye,NA,NA,sample_R7_C26,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052832,SRR9631323,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200386,NA,Eye,NA,NA,sample_R7_C19,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052831,SRR9631322,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200387,NA,Eye,NA,NA,sample_R7_C13,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052830,SRR9629897,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199474,NA,Eye,NA,NA,sample_R43_C27,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052828,SRR9629896,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199475,NA,Eye,NA,NA,sample_R43_C26,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052829,SRR9629895,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199476,NA,Eye,NA,NA,sample_R43_C25,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052827,SRR9629894,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199477,NA,Eye,NA,NA,sample_R43_C24,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052826,SRR9629893,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199478,NA,Eye,NA,NA,sample_R43_C23,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052824,SRR9629892,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199479,NA,Eye,NA,NA,sample_R43_C22,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052825,SRR9629891,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199480,NA,Eye,NA,NA,sample_R43_C17,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052823,SRR9629890,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199481,NA,Eye,NA,NA,sample_R43_C14,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052822,SRR9628969,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199933,NA,Eye,NA,NA,sample_R21_C60,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052821,SRR9628968,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199934,NA,Eye,NA,NA,sample_R21_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052820,SRR9628967,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199935,NA,Eye,NA,NA,sample_R21_C56,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052819,SRR9628966,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199936,NA,Eye,NA,NA,sample_R21_C55,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052817,SRR9628965,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199937,NA,Eye,NA,NA,sample_R21_C53,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052818,SRR9628964,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199938,NA,Eye,NA,NA,sample_R21_C51,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052816,SRR9628963,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199939,NA,Eye,NA,NA,sample_R21_C49,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052815,SRR9628962,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199940,NA,Eye,NA,NA,sample_R21_C47,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052814,SRR9628049,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195633,NA,Eye,NA,NA,Per_R3_C28,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052813,SRR9628048,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195648,NA,Eye,NA,NA,Per_R3_C25,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052812,SRR9628047,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195662,NA,Eye,NA,NA,Per_R39_C9,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052811,SRR9628046,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195681,NA,Eye,NA,NA,Per_R39_C8,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052810,SRR9628045,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195707,NA,Eye,NA,NA,Per_R39_C6,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052809,SRR9628044,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195720,NA,Eye,NA,NA,Per_R39_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052808,SRR9628043,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195738,NA,Eye,NA,NA,Per_R39_C58,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052806,SRR9628042,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12195749,NA,Eye,NA,NA,Per_R39_C55,NA,NA,SRP212788_SCRBSeq_P3
#SRS5052807,SRR9633612,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197732,NA,Eye,NA,NA,M_R43_C20,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052805,SRR9633611,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197760,NA,Eye,NA,NA,M_R43_C13,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052804,SRR9633610,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197797,NA,Eye,NA,NA,M_R43_C12,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052803,SRR9633609,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197801,NA,Eye,NA,NA,M_R42_C68,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052802,SRR9633608,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197806,NA,Eye,NA,NA,M_R42_C66,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052800,SRR9633607,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197809,NA,Eye,NA,NA,M_R42_C63,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052801,SRR9633606,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197834,NA,Eye,NA,NA,M_R42_C62,NA,NA,SRP212788_SCRBSeq_P2
#SRS5052799,SRR9633605,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197802,NA,Eye,NA,NA,M_R42_C61,NA,NA,SRP212788_SCRBSeq_P2
